ItemReFabricType,RebodyPattern0LightColor,RebodyPattern1LightColor,RebodyPattern2LightColor,RebodyPattern3LightColor,RebodyPattern4LightColor,RebodyPattern5LightColor,RebodyPattern6LightColor,RebodyPattern7LightColor,RefabricPattern0LightColor,RefabricPattern1LightColor,RefabricPattern2LightColor,RefabricPattern3LightColor,RefabricPattern4LightColor,RefabricPattern5LightColor,RefabricPattern6LightColor,RefabricPattern7LightColor,RemakeLotType,ItemUniqueID,RemakeKitNum,UniqueID,d4f43b0b u8,ReBodyPattern0Color0,ReBodyPattern0Color1,ReBodyPattern1Color0,ReBodyPattern1Color1,ReBodyPattern2Color0,ReBodyPattern2Color1,ReBodyPattern3Color0,ReBodyPattern3Color1,ReBodyPattern4Color0,ReBodyPattern4Color1,ReBodyPattern5Color0,ReBodyPattern5Color1,ReBodyPattern6Color0,ReBodyPattern6Color1,ReBodyPattern7Color0,ReBodyPattern7Color1,ReBodyPatternNum,ReFabricPattern0Color0,ReFabricPattern0Color1,ReFabricPattern0VisibleOff,ReFabricPattern1Color0,ReFabricPattern1Color1,ReFabricPattern2Color0,ReFabricPattern2Color1,ReFabricPattern3Color0,ReFabricPattern3Color1,ReFabricPattern4Color0,ReFabricPattern4Color1,ReFabricPattern5Color0,ReFabricPattern5Color1,ReFabricPattern6Color0,ReFabricPattern6Color1,ReFabricPattern7Color0,ReFabricPattern7Color1,ReFabricPatternNum
CommonAndMyDesign,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,5397,1,784,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,255,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7845,2,785,0,10,11,1,10,7,10,4,10,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7865,11,787,0,1,10,5,12,3,10,2,12,6,10,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,7867,1,789,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,5973,1,790,0,9,8,0,8,8,8,12,8,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,5972,2,791,0,9,8,0,8,8,8,12,8,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1232,2,793,0,12,4,10,4,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1211,1,794,0,10,7,4,11,9,7,6,11,7,11,12,5,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,704,1,796,0,1,5,6,12,1,6,12,1,12,9,4,5,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7529,1,799,0,4,11,6,11,1,11,9,11,10,11,12,11,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,6818,1,800,0,13,9,4,11,1,12,2,2,7,9,12,11,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8178,1,801,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,688,3,803,1,6,1,0,9,9,9,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8298,2,804,0,11,11,10,10,12,12,1,1,4,4,7,7,2,2,14,14,6,14,12,0,14,4,14,2,14,5,14,7,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,2319,4,805,0,8,8,11,11,9,9,10,10,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,546,1,806,0,10,11,4,11,2,11,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1412,5,807,0,10,10,12,10,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7527,4,808,0,13,6,1,6,2,6,7,6,3,6,4,6,12,6,14,14,6,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7528,1,809,0,1,10,0,10,7,10,6,10,4,10,2,10,10,10,11,10,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1243,1,810,0,1,13,1,12,12,3,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,7789,1,811,0,11,13,8,13,10,13,12,13,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8096,1,812,0,10,10,12,12,1,1,7,7,6,6,4,4,11,11,2,2,7,14,14,1,14,0,14,3,14,13,14,14,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7159,1,813,0,8,8,12,8,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7160,1,814,0,7,7,7,12,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7161,1,815,0,7,7,7,12,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7163,1,816,0,8,8,8,8,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7526,2,817,0,1,11,4,10,7,10,5,10,10,0,12,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,287,2,818,0,10,11,1,10,7,10,12,10,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,7788,2,819,0,9,0,9,0,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8419,5,821,0,0,13,9,13,6,13,12,13,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8418,1,822,0,12,8,7,9,2,2,6,6,5,10,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8417,1,823,0,12,13,9,13,7,13,1,13,4,13,10,13,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7868,2,824,0,12,12,1,10,8,13,10,5,4,12,9,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,5784,1,825,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,2377,1,826,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,2099,1,827,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8177,1,828,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8176,1,829,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,Orange,5,2,2,0,0,0,0,4,0,0,0,0,0,0,0,Normal,8415,7,830,0,7,1,10,1,4,1,1,7,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8760,1,831,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,255,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8826,2,832,0,7,7,8,8,0,0,9,9,10,10,6,6,4,4,2,2,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8473,1,833,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8472,1,835,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8471,1,836,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8297,1,837,0,11,10,10,11,1,10,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7795,5,838,0,11,11,12,12,6,11,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,5718,1,840,0,8,2,9,2,9,1,8,7,8,1,10,12,4,4,1,2,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,5310,1,841,1,10,6,7,3,6,1,2,5,3,6,1,4,11,3,4,1,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,4751,1,842,0,9,8,12,1,10,8,2,1,1,8,7,9,4,12,8,9,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,5309,1,843,0,2,12,11,5,10,12,4,5,6,6,0,0,1,1,3,3,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,5716,1,844,0,8,9,5,0,10,8,0,8,9,8,12,0,5,4,2,9,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,4738,1,845,0,8,9,12,1,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,5717,1,846,0,11,10,7,11,11,4,1,12,11,6,14,14,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,5719,1,847,0,11,8,4,8,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,4764,1,848,1,5,12,1,12,0,12,7,12,6,12,3,12,10,12,11,12,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,4752,1,849,0,10,10,12,12,4,4,11,11,8,8,7,7,0,0,9,9,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,4377,1,850,0,5,4,7,0,11,12,6,7,1,7,6,11,2,3,3,11,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3345,7,851,0,4,12,12,12,7,12,6,11,1,1,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,9502,2,852,0,8,8,10,10,0,0,4,4,2,2,6,6,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,9565,1,853,0,13,13,13,13,13,13,13,13,0,11,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,9568,7,854,0,12,4,12,4,12,4,4,12,0,10,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,2822,1,856,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8579,1,857,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8580,1,858,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,9584,1,859,0,13,13,4,12,1,12,6,10,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8534,1,860,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8536,1,861,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8577,1,862,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8575,1,863,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,Warm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,2562,1,864,0,7,12,11,12,9,12,10,12,12,12,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,9642,7,866,0,10,10,12,12,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,2559,2,867,0,9,8,12,12,10,10,8,8,12,4,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,9619,7,868,0,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1504,8,869,0,7,8,8,8,9,9,7,13,3,12,3,3,14,14,14,14,5,14,14,1,14,12,14,4,14,7,14,14,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8576,1,870,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,9766,1,871,0,12,12,1,1,2,2,7,7,4,4,9,9,10,10,11,11,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,9767,1,872,0,6,6,7,7,9,9,10,10,12,11,1,10,4,10,14,14,6,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7805,3,873,0,9,10,7,10,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8031,7,874,0,11,11,9,9,10,10,12,12,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,2352,7,875,0,12,12,12,1,12,6,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7151,3,876,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,255,14,6,0,14,1,14,4,14,10,14,7,14,14,14,14,14,14,
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,7152,3,877,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,255,14,6,0,14,1,14,4,14,10,14,7,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,8535,1,878,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,131,3,879,1,12,7,10,7,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,10244,1,880,0,6,8,4,8,9,8,11,8,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,Warm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,2561,1,882,0,8,8,9,9,12,12,10,10,14,14,14,14,14,14,14,14,3,14,12,0,14,11,14,2,14,5,14,7,14,6,14,1,14,4,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,10742,2,883,0,6,6,7,7,9,9,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,10743,2,884,0,6,8,7,8,9,8,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,7588,1,885,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,971,7,886,0,10,13,12,13,1,13,11,13,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,Warm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,676,4,887,0,11,11,12,12,11,6,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,11941,7,889,0,11,11,11,6,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,11943,3,890,0,10,10,11,6,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12140,2,891,1,4,12,7,12,0,12,6,12,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12207,1,895,0,1,11,11,11,4,11,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,Green,4,6,9,0,0,0,0,10,0,0,0,0,0,0,0,Normal,7259,5,896,0,6,0,7,6,2,2,4,4,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,11942,7,897,0,13,1,13,12,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,667,1,899,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12332,3,901,0,8,10,0,6,12,11,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForceOriginal,12373,1,920,1,1,12,6,7,11,11,13,12,0,0,10,1,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForceOriginal,12372,1,921,1,7,1,1,10,6,6,13,13,11,13,0,13,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12402,7,922,1,12,5,12,9,6,7,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12401,2,923,1,12,2,9,9,7,7,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12410,2,924,1,2,2,9,9,7,7,14,14,14,14,14,14,14,14,14,14,2,14,2,0,14,12,14,14,14,14,14,14,14,14,14,14,14,14,
None,Warm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,12408,1,925,1,2,12,8,7,12,7,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12403,2,926,1,2,12,12,7,9,6,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12411,2,927,1,2,12,12,7,7,9,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12405,1,928,1,12,2,9,8,7,6,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,Warm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,12406,2,929,1,2,12,12,8,6,7,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12409,7,930,1,12,11,9,7,7,10,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12407,1,931,1,2,6,12,6,7,6,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,12404,1,932,1,2,12,8,12,6,12,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
